          0                 1                 2               3               4              5
   100.000000       85.0432281       71.9818420       61.9844055       55.0473671       50.0000000    
   100.000000       85.0827942       72.0457993       62.0482903       55.0868149       50.0000000    
   100.000000       85.1220398       72.1092453       62.1116676       55.1259499       50.0000000    
   100.000000       85.1609726       72.1721878       62.1745415       55.1647720       50.0000000    
   100.000000       85.1996002       72.2346268       62.2369118       55.2032852       50.0000000    
   100.000000       85.2379150       72.2965698       62.2987862       55.2414932       50.0000000    
   100.000000       85.2759247       72.3580170       62.3601685       55.2793999       50.0000000    
   100.000000       85.3136292       72.4189758       62.4210625       55.3170052       50.0000000    
   100.000000       85.3510284       72.4794464       62.4814720       55.3543091       50.0000000    
   100.000000       85.3881302       72.5394363       62.5414009       55.3913193       50.0000000    
   100.000000       85.4249344       72.5989456       62.6008530       55.4280319       50.0000000    
   100.000000       85.4614487       72.6579742       62.6598320       55.4644547       50.0000000    
   100.000000       85.4976654       72.7165375       62.7183380       55.5005875       50.0000000    
   100.000000       85.5335922       72.7746277       62.7763786       55.5364342       50.0000000    
   100.000000       85.5692368       72.8322601       62.8339577       55.5719948       50.0000000    
   100.000000       85.6045914       72.8894272       62.8910789       55.6072731       50.0000000    
   100.000000       85.6396637       72.9461441       62.9477463       55.6422691       50.0000000    
   100.000000       85.6744614       73.0024033       63.0039597       55.6769867       50.0000000    
   100.000000       85.7089767       73.0582123       63.0597267       55.7114296       50.0000000    
   100.000000       85.7432175       73.1135788       63.1150513       55.7455978       50.0000000    
   100.000000       85.7771835       73.1685028       63.1699333       55.7794952       50.0000000    
   100.000000       85.8108749       73.2229919       63.2243767       55.8131218       50.0000000    
   100.000000       85.8442993       73.2770462       63.2783890       55.8464813       50.0000000    
   100.000000       85.8774567       73.3306656       63.3319702       55.8795776       50.0000000    
   100.000000       85.9103470       73.3838577       63.3851242       55.9124107       50.0000000    
   100.000000       85.9429779       73.4366226       63.4378548       55.9449806       50.0000000    
   100.000000       85.9753494       73.4889679       63.4901657       55.9772911       50.0000000    
   100.000000       86.0074615       73.5408936       63.5420609       56.0093460       50.0000000    
   100.000000       86.0393143       73.5924072       63.5935402       56.0411453       50.0000000    
   100.000000       86.0709152       73.6435089       63.6446114       56.0726929       50.0000000    
   100.000000       86.1022644       73.6942062       63.6952744       56.1039886       50.0000000    
   100.000000       86.1333618       73.7444992       63.7455330       56.1350365       50.0000000    
   100.000000       86.1642075       73.7943878       63.7953911       56.1658363       50.0000000    
   100.000000       86.1948090       73.8438797       63.8448524       56.1963921       50.0000000    
   100.000000       86.2251663       73.8929749       63.8939209       56.2267036       50.0000000    
   100.000000       86.2552795       73.9416809       63.9425964       56.2567749       50.0000000    
   100.000000       86.2851562       73.9899979       63.9908867       56.2866058       50.0000000    
   100.000000       86.3147888       74.0379257       64.0387878       56.3162003       50.0000000    
   100.000000       86.3441849       74.0854721       64.0863113       56.3455582       50.0000000    
   100.000000       86.3733521       74.1326370       64.1334534       56.3746834       50.0000000    
